"observation","fitted","residual","std_residual","studentized_residual","leverage","cooks_distance","high_cooks_sensitive","high_cooks_class","high_leverage","outlier_studentized"
3470,59767.755818797,-15877.8201302821,-3.07361990657358,-3.07574190084719,0.00403508081875832,0.00136694325160075,TRUE,FALSE,FALSE,TRUE
3471,96280.6540342862,14615.0707647306,2.82928224087973,2.83090174462847,0.004108777983973,0.00117949277873808,TRUE,FALSE,FALSE,FALSE
3520,48576.6033149554,-13467.8724136831,-2.60681538661635,-2.60804975098083,0.0038148991389897,0.000929406142295144,TRUE,FALSE,FALSE,FALSE
3538,106903.352869127,11520.5619242004,2.23018561073176,2.23090952205311,0.00407206760175523,0.000726291654135372,TRUE,FALSE,FALSE,FALSE
3575,131330.674722674,-11330.6747226735,-2.19515414290054,-2.19583887193789,0.00563894255099737,0.000975945519260603,TRUE,FALSE,FALSE,FALSE
3597,106691.919555213,13256.946122086,2.56715234619282,2.56832485684544,0.00471764599489394,0.00111564056810205,TRUE,FALSE,FALSE,FALSE
3604,65882.8963836083,13017.3646069417,2.5211638331231,2.5222671064422,0.00503773885705465,0.0011494051753187,TRUE,FALSE,FALSE,FALSE
3619,29382.20092525,10869.0437989136,2.10487217430317,2.10546196622096,0.00483789437604526,0.000769229576882059,TRUE,FALSE,FALSE,FALSE
3628,109868.802879313,10131.1971206871,1.96264508942888,1.96310225566104,0.00550960419367893,0.000762158539382955,TRUE,FALSE,FALSE,FALSE
3629,130567.217342438,-10567.2173424375,-2.04679521256054,-2.04732840487717,0.0052015466574839,0.000782326696696133,TRUE,FALSE,FALSE,FALSE
3645,106920.038111894,11925.4829615547,2.30892895321129,2.30974587286967,0.00438044123937363,0.000837698132612388,TRUE,FALSE,FALSE,FALSE
3674,84551.727604804,-14201.6865902116,-2.7508789787672,-2.75235517794822,0.00528312486901496,0.00143541119062636,TRUE,FALSE,FALSE,FALSE
3729,37740.9273519119,11888.1731656956,2.30207057576042,2.3028791186971,0.00469637977672431,0.000893072799038671,TRUE,FALSE,FALSE,FALSE
3732,105269.589124327,-11097.010034042,-2.14874744278692,-2.14938229847982,0.00458583104674329,0.000759673446236933,TRUE,FALSE,FALSE,FALSE
3787,51193.1637316772,-13647.4199539983,-2.64188858512209,-2.64317932236508,0.0040564550083945,0.00101527316587326,TRUE,FALSE,FALSE,FALSE
3792,92501.5340494321,15454.4015908047,2.99397775838493,2.99592640540352,0.00557999185911884,0.00179639906173732,TRUE,FALSE,FALSE,FALSE
3794,99597.2414913327,-18730.6080469391,-3.62576394291059,-3.6293649179266,0.00398172477083118,0.00187691649045245,TRUE,FALSE,FALSE,TRUE
3861,67732.4846126121,-11506.667702121,-2.22822305217558,-2.22894473308018,0.00472195619964386,0.000841272756956778,TRUE,FALSE,FALSE,FALSE
3870,104980.060429073,10386.0187247298,2.01168123841984,2.01218185909277,0.00518464986181327,0.000753246728556568,TRUE,FALSE,FALSE,FALSE
3893,104467.629225444,-14193.4541299289,-2.74838245266652,-2.74985422646251,0.00463017803218228,0.00125490116783196,TRUE,FALSE,FALSE,FALSE
3937,72173.6573867969,-14625.6408793974,-2.83366721662516,-2.83529498530424,0.00575200013412938,0.00165906660528673,TRUE,FALSE,FALSE,FALSE
3961,72992.1923996585,-11271.009459133,-2.18264701451531,-2.18331807581487,0.00477512224711132,0.000816342206366571,TRUE,FALSE,FALSE,FALSE
4009,59154.3945087884,-11782.3536164482,-2.28070465147528,-2.28148743835151,0.00393285434687885,0.000733498639003186,TRUE,FALSE,FALSE,FALSE
4085,45469.9031046026,13602.696913443,2.63288765834965,2.63416377707083,0.00379666337498911,0.0009435408925792,TRUE,FALSE,FALSE,FALSE
4116,95639.8798743695,11047.44911947,2.13868579165707,2.13931013529654,0.0041529110451446,0.000681233360559887,TRUE,FALSE,FALSE,FALSE
4123,98442.4947125529,11426.1962237185,2.211859158617,2.21256240582694,0.00401906933617741,0.000705068614752226,TRUE,FALSE,FALSE,FALSE
4138,93776.8002293825,-11904.4143009161,-2.30419480320276,-2.30500593495094,0.00381433785012179,0.000726037788064124,TRUE,FALSE,FALSE,FALSE
4150,105839.539158014,11255.1658438547,2.17938628476528,2.18005381032574,0.0045992195734212,0.000783784304992684,TRUE,FALSE,FALSE,FALSE
4181,52844.811684691,11984.6155519795,2.32056052572957,2.32139177396972,0.00453723490205964,0.000876584956919321,TRUE,FALSE,FALSE,FALSE
4195,80064.0116435877,13224.3255246154,2.56141933556131,2.56258307047414,0.00517130973020252,0.00121802326712207,TRUE,FALSE,FALSE,FALSE
4198,103894.987967313,15170.917543429,2.93763723013445,2.93946889998523,0.00461755941292608,0.00142975232940392,TRUE,FALSE,FALSE,FALSE
4224,108846.788211621,11153.2117883792,2.15977131231439,2.16041780790889,0.00471612437433494,0.000789397572956522,TRUE,FALSE,FALSE,FALSE
4238,64873.3590587522,-11332.1367775966,-2.19369337574313,-2.19437649978772,0.00405725016588628,0.000700150218296228,TRUE,FALSE,FALSE,FALSE
4239,98227.0947918165,11939.2091796338,2.31082717149424,2.31164641902045,0.00372599648137636,0.00071324796618243,TRUE,FALSE,FALSE,FALSE
4299,88492.3958584367,14899.6863598542,2.88587008908886,2.8875983194671,0.00513693922814919,0.00153580700647253,TRUE,FALSE,FALSE,FALSE
4303,101451.946500698,12892.330276441,2.49566946684295,2.49673548860403,0.00401838754753739,0.000897463094826309,TRUE,FALSE,FALSE,FALSE
4329,49296.6782315531,-13750.3515036295,-2.66167938493619,-2.66300263486595,0.0039555378382767,0.00100480148588163,TRUE,FALSE,FALSE,FALSE
4344,29512.5025331457,11778.8874367025,2.28125353127659,2.28203697339748,0.00499779896573126,0.000933563402510028,TRUE,FALSE,FALSE,FALSE
4367,39282.8337921375,13082.8360005561,2.53319632711611,2.53431746092937,0.00452879562091456,0.00104263833343119,TRUE,FALSE,FALSE,FALSE
4410,53431.8693165993,-15962.7031599483,-3.08985137206528,-3.09200986302147,0.00390604890030142,0.00133707115835383,TRUE,FALSE,FALSE,TRUE
4432,104446.638319072,13002.1244108917,2.51745344982662,2.51855125181528,0.00443792656051323,0.00100896623735289,TRUE,FALSE,FALSE,FALSE
4456,106038.243224693,11291.907000267,2.18617625712328,2.18685115815462,0.00430381042720239,0.000737799919759553,TRUE,FALSE,FALSE,FALSE
4485,72001.1168027832,-14760.1179495671,-2.85897592332398,-2.86065191907574,0.00523323637930566,0.00153572003418088,TRUE,FALSE,FALSE,FALSE
4491,71413.8096164441,10967.4656327631,2.12419609460411,2.12480548645296,0.0050850453601116,0.000823644975097245,TRUE,FALSE,FALSE,FALSE
4530,81859.145627202,-10580.7172650728,-2.04931450179715,-2.04985007834838,0.00510877861958101,0.000770194973805725,TRUE,FALSE,FALSE,FALSE
4554,74678.285500187,-11139.7501243972,-2.15724599566274,-2.15788981347336,0.00479130418948337,0.000800167473949129,TRUE,FALSE,FALSE,FALSE
4558,60244.0601109617,-11421.9065433297,-2.21097557919158,-2.21167783935193,0.00397114576274615,0.000696071365793751,TRUE,FALSE,FALSE,FALSE
4579,91080.3493217121,11050.2003088931,2.13959922556009,2.14022451913061,0.00450738240603766,0.000740275189500677,TRUE,FALSE,FALSE,FALSE
4616,106385.774526298,-10796.3239208802,-2.0916662836781,-2.09224290312123,0.0056720965283045,0.000891334561359218,TRUE,FALSE,FALSE,FALSE
4679,131236.160225863,-11236.1602258629,-2.1761448466254,-2.17680886863542,0.00500051630372352,0.00084998166785532,TRUE,FALSE,FALSE,FALSE
4692,81293.742881195,-10950.1686597079,-2.12028131604155,-2.12088670587445,0.00455504316471619,0.000734690099560486,TRUE,FALSE,FALSE,FALSE
4701,68201.2147481999,-11953.8951015084,-2.31478118900359,-2.31560529864049,0.00468259494824163,0.000900299172878874,TRUE,FALSE,FALSE,FALSE
4720,78018.0501248457,-12186.6073411221,-2.36082017989016,-2.36170221745898,0.00550540918243155,0.00110193242805689,TRUE,FALSE,FALSE,FALSE
4794,86091.8732640874,10885.5743063608,2.1080899389505,2.1086829677363,0.00485347955737086,0.000774081014169329,TRUE,FALSE,FALSE,FALSE
4891,92688.5362600356,13383.004322817,2.59200695120428,2.59321798815909,0.00505856152302635,0.00121995499489572,TRUE,FALSE,FALSE,FALSE
4893,89003.6832007997,10811.3831234769,2.09303321621946,2.09361119081309,0.00419826001219263,0.000659615210011335,TRUE,FALSE,FALSE,FALSE
4899,97590.0205199533,-11836.6300633609,-2.29196410836881,-2.2927604042315,0.0045874065832842,0.000864612870413281,TRUE,FALSE,FALSE,FALSE
4911,59726.2529698398,-10589.4678576417,-2.05094801385815,-2.05148513976136,0.00504927021409967,0.00076239196601136,TRUE,FALSE,FALSE,FALSE
4931,78634.5961059032,-10723.0718442188,-2.07660287082045,-2.07716468340454,0.00483718962238631,0.000748596588092975,TRUE,FALSE,FALSE,FALSE
5074,132000.677142917,-12000.6771429168,-2.3233634560127,-2.32419818010995,0.00427410342206129,0.000827525720952091,TRUE,FALSE,FALSE,FALSE
5078,96915.744783824,-17242.6015410315,-3.3393501583549,-3.34212128927337,0.00495145415888056,0.00198177517355082,TRUE,FALSE,FALSE,TRUE
5079,68776.0604760715,-10018.0500897182,-1.94050093422385,-1.94093923915283,0.00527898808859256,0.00071370554546677,TRUE,FALSE,FALSE,FALSE
5082,105773.239513622,12717.9038115756,2.46194527732275,2.46296324462151,0.00405148683912207,0.000880595180964781,TRUE,FALSE,FALSE,FALSE
5108,133698.716303678,-13698.7163036775,-2.65225537430604,-2.65356307867238,0.00438444396880595,0.00110635752878725,TRUE,FALSE,FALSE,FALSE
5115,99623.0425494319,-14648.8373490503,-2.83607521265706,-2.83770753138249,0.00428870861023707,0.00123728732696772,TRUE,FALSE,FALSE,FALSE
5118,90153.8458815069,-13852.927087674,-2.68244092206047,-2.68379882983729,0.00462811046990318,0.00119486996760012,TRUE,FALSE,FALSE,FALSE
5137,68411.5798376823,10334.4263709436,2.0011039830882,2.00159503176481,0.00460364853362042,0.000661435342480597,TRUE,FALSE,FALSE,FALSE
5157,95306.6804677766,10895.4691874082,2.11110421177155,2.11170028244002,0.00588841293646547,0.000942810553778568,TRUE,FALSE,FALSE,FALSE
5170,50882.3880062909,-9813.30938513915,-1.90072384585869,-1.90112943926334,0.00515472364350338,0.000668543790995267,TRUE,FALSE,FALSE,FALSE
5171,98903.1762204681,-12890.603236131,-2.49644904206235,-2.4975161910676,0.0049069844155533,0.00109758554927633,TRUE,FALSE,FALSE,FALSE
5172,77320.560790729,-14264.8931441579,-2.76225737014681,-2.76375384565321,0.00466020047468498,0.00127586134697082,TRUE,FALSE,FALSE,FALSE
5180,69899.1392282553,-10768.5500762355,-2.08589893104138,-2.08646985394051,0.00530359720607761,0.00082853045642567,TRUE,FALSE,FALSE,FALSE
5239,50068.0927003481,-12950.3043105621,-2.50632953686363,-2.50741103742242,0.00357134242135222,0.000804088028322389,TRUE,FALSE,FALSE,FALSE
5261,86620.2107553527,-12731.1666045414,-2.46521121129049,-2.46623377188018,0.00461580352851596,0.00100648384979029,TRUE,FALSE,FALSE,FALSE
5273,129621.236256709,-9621.23625670906,-1.8639197439,-1.86429638516074,0.00557977744629958,0.00069621490328408,TRUE,FALSE,FALSE,FALSE
5283,56538.8523301023,-12018.7314190133,-2.32652617392228,-2.32736483080079,0.00398935220973975,0.000774276812967945,TRUE,FALSE,FALSE,FALSE
5389,104644.885970471,-12606.1407375656,-2.44093334933629,-2.44192207249561,0.0045600477571214,0.000974783421557816,TRUE,FALSE,FALSE,FALSE
5395,66461.0683036864,10090.2967651614,1.95422515824423,1.95467509745733,0.00500411321941122,0.00068595718649363,TRUE,FALSE,FALSE,FALSE
5398,71178.8366247495,-12578.9987305289,-2.43663285768733,-2.43761566085056,0.00534021247594538,0.00113842949165822,TRUE,FALSE,FALSE,FALSE
5442,105046.596601888,-13996.3737658388,-2.70987713076635,-2.71128171052166,0.00437803344241995,0.00115325613369755,TRUE,FALSE,FALSE,FALSE
5511,63405.3838922414,-10183.2846421515,-1.97226068670641,-1.9727261897216,0.00503057059691777,0.000702389669497143,TRUE,FALSE,FALSE,FALSE
5564,87750.5343394548,-10980.7665676727,-2.12578331848445,-2.12639433747636,0.00415915383794596,0.000674054491156915,TRUE,FALSE,FALSE,FALSE
5658,91333.7431954666,-12959.6916549589,-2.50912734634522,-2.51021293256617,0.00435037070464789,0.000982442418267306,TRUE,FALSE,FALSE,FALSE
5660,130640.871255152,-10640.871255152,-2.06037991570969,-2.06092604014804,0.00454331314177682,0.000691969395701998,TRUE,FALSE,FALSE,FALSE
5669,131049.407461716,-11049.4074617156,-2.1394192624626,-2.14004436881015,0.00448276945156207,0.000736090808057547,TRUE,FALSE,FALSE,FALSE
5711,79587.6601729539,-11282.5643372061,-2.18479269417147,-2.18546608832814,0.00469135976917554,0.000803532419258089,TRUE,FALSE,FALSE,FALSE
5744,105769.144019014,12545.4233040544,2.42865528108916,2.42962716098944,0.00413265106911497,0.000874180200178333,TRUE,FALSE,FALSE,FALSE
5783,85532.9855571194,-11853.8634019564,-2.29460520917095,-2.29540469442395,0.00398359208657587,0.000752083892000331,TRUE,FALSE,FALSE,FALSE
5799,98205.9941436044,-10899.6357008563,-2.1107765506345,-2.11137229018489,0.00481905838294864,0.00077052481110639,TRUE,FALSE,FALSE,FALSE
5828,85525.6230902952,-11902.0654776951,-2.3048554567026,-2.30566739463418,0.004778184991938,0.000910903626711424,TRUE,FALSE,FALSE,FALSE
5835,97076.9185045851,-10566.2876168951,-2.04692804850696,-2.0474613663792,0.00550567630895347,0.000828429372740092,TRUE,FALSE,FALSE,FALSE
5837,102306.827347604,11483.0642473588,2.22270997203564,2.22342540993356,0.0038778436630979,0.000686886942767835,TRUE,FALSE,FALSE,FALSE
5843,107074.963479981,-10802.7027053436,-2.09182051280416,-2.09239728505108,0.00464358404778981,0.000729063731314381,TRUE,FALSE,FALSE,FALSE
5858,108858.641135396,11141.3588646038,2.15731054269667,2.15795442886729,0.00456340840078901,0.00076197906039599,TRUE,FALSE,FALSE,FALSE
5875,129598.930716864,-9598.93071686398,-1.85936290811308,-1.85973605136109,0.00532776712434548,0.000661356359621332,TRUE,FALSE,FALSE,FALSE
5877,96848.4869167189,16508.5650936962,3.19563354617361,3.19803978930284,0.00398170310890994,0.00145799981684294,TRUE,FALSE,FALSE,TRUE
5888,108256.912132857,11743.0878671432,2.27377692862271,2.27455147424706,0.00452234406761023,0.000838821907322558,TRUE,FALSE,FALSE,FALSE
5894,131396.003352448,-11396.0033524481,-2.20670618432048,-2.20740368705423,0.00464335779110704,0.000811305505755374,TRUE,FALSE,FALSE,FALSE
5946,129547.01630878,-9547.01630877961,-1.84961465889304,-1.84998038251202,0.0056588378172266,0.00069533856219655,TRUE,FALSE,FALSE,FALSE
5986,79723.7587319598,-10513.4486058896,-2.03555379831671,-2.03607642940627,0.00439325855719524,0.000652989313073833,TRUE,FALSE,FALSE,FALSE
5991,48412.044020174,11829.416615217,2.28945930239315,2.29025258070493,0.00362366194804646,0.000680819669711673,TRUE,FALSE,FALSE,FALSE
6015,132575.285256273,-12575.2852562735,-2.43498262745124,-2.4359631648066,0.00457953996434269,0.00097420194666351,TRUE,FALSE,FALSE,FALSE
6019,102881.343682548,-17177.144643572,-3.3252855763264,-3.32801952397522,0.00412081578061005,0.00163409165030241,TRUE,FALSE,FALSE,TRUE
6025,108585.416742567,10516.879026887,2.03716010483335,2.03768423729217,0.0053139246442427,0.000791811211594497,TRUE,FALSE,FALSE,FALSE
6029,82331.773239183,-10234.763539282,-1.98239870305703,-1.98287309267756,0.00519897667218947,0.000733509298887295,TRUE,FALSE,FALSE,FALSE
6030,88289.8383907032,-11118.376891797,-2.1522138643649,-2.15285236634706,0.00396513547896514,0.000658561455234706,TRUE,FALSE,FALSE,FALSE
6038,89924.627848447,-11068.3405873994,-2.14290958045447,-2.14353832399068,0.00431963569063583,0.000711503170898909,TRUE,FALSE,FALSE,FALSE
6055,74120.3685838755,12635.1291284331,2.44666553879858,2.44766218727453,0.00465700140823991,0.00100028736247498,TRUE,FALSE,FALSE,FALSE
6075,78832.7104187341,-13101.4492770865,-2.53775053042898,-2.53887847123254,0.00527408689666355,0.00121950524478221,TRUE,FALSE,FALSE,FALSE
6143,84184.6255497046,-10628.9413471583,-2.05786762239096,-2.05841134119892,0.00434756743660392,0.000660412683033811,TRUE,FALSE,FALSE,FALSE
6149,107461.032911711,12487.8659194713,2.41860697228916,2.41956520153635,0.0050334972036732,0.00105690010637152,TRUE,FALSE,FALSE,FALSE
